t,x,y,z,vx,vy,vz
0.0,0.916326704030196,0.0,0.0612618654143457,0.0,-0.3799049775330534,0.0
0.014912444097523016,0.9163332668066074,-0.005662275660920196,0.061154415468964635,0.0008752699467631198,-0.37929460762673384,-0.014399833318655292
0.04418945366236137,0.9163818634726756,-0.016709407582942114,0.06032387694092594,0.0023720099393521187,-0.37461436966661166,-0.042173857354384975
0.07352052340992539,0.9164662511255288,-0.027575259296472317,0.05869504851033314,0.003249952495392959,-0.3656234376249754,-0.06858827887336684
0.10443434730322677,0.9165685550089118,-0.0386795388103872,0.05617337439283009,0.0031786719395321228,-0.35216725671745575,-0.09410253466742478
0.1388498077790441,0.9166566742131249,-0.05048714896870616,0.052494398796861755,0.001687367095599636,-0.3334585135237927,-0.11905276810211561
0.17784991279163959,0.9166603971073013,-0.06302439961933666,0.047376195825107825,-0.0018002296447330137,-0.30903580379815226,-0.14257229711756336
0.2148504061567182,0.9165083413262877,-0.07400056188259715,0.041759457183608156,-0.006638400433719272,-0.2840689246937971,-0.16031719813459588
0.2501550291758385,0.9161764040420379,-0.08359782654343892,0.035857202541760086,-0.012307623754402378,-0.25956211330997053,-0.17346583586155354
0.28625897549748797,0.9156163398401661,-0.09251501294037547,0.02940260363342878,-0.018806202601993123,-0.23443906032425238,-0.18356844814819398
0.32474781626933324,0.9147522681193074,-0.10102824576281524,0.022181395939934657,-0.026131575535666272,-0.20802415389030926,-0.19116890019969107
0.36693297739425734,0.9134788329547081,-0.10920550979205754,0.013996638965123032,-0.034220559338819095,-0.17980321015859244,-0.19637807807518812
0.4141218246919009,0.9116568376102825,-0.1169660674914051,0.004654762723219205,-0.042903243492393085,-0.1493060826614707,-0.19906141757724868
0.46765257421387435,0.9091161159470591,-0.12406359078893145,-0.00601029705794307,-0.05182442580847745,-0.11611460809041381,-0.19889699983519268
0.5286013483721033,0.9056885234810206,-0.13003261184153242,-0.018042927532450265,-0.060324549913948165,-0.08005026163336947,-0.1954292535647673
0.5971925050106012,0.9012928492487671,-0.13418898373768862,-0.031218220633842778,-0.06737641100790172,-0.04148412128637447,-0.18821667634615977
0.6729889000135396,0.895996240832257,-0.13579072271555845,-0.045077253466796946,-0.07177133016474012,-0.0011738908288760758,-0.17694999634529063
0.7559886698463634,0.8899853983189414,-0.13414887363689482,-0.059136306001364894,-0.07231883695180517,0.04026113982376019,-0.161284681413092
0.8466538631286329,0.8835941113760275,-0.1285723874453911,-0.07285170541850951,-0.06777495094223021,0.08213457027703447,-0.14069025051517578
0.9442779962413952,0.8774569692170608,-0.11853021888934336,-0.08535299966594011,-0.05693484316333445,0.12276716555011019,-0.11479863506614882
1.0464512146506264,0.8724955135070314,-0.10405764781094244,-0.09553158480381861,-0.03908045173798344,0.15943322073625502,-0.08378662415434254
1.1510839942710702,0.8696613772508573,-0.08573252675017541,-0.10246007920889294,-0.013928772405319284,0.18943936497247416,-0.04796065539975905
1.2309344918037017,0.8694778337184603,-0.06989902942007922,-0.10510223263210756,0.010034691774501128,0.2061629587490661,-0.017799267280378304
1.3006350023193651,0.87101005551455,-0.05517006038178328,-0.10536321087284117,0.034502408317953086,0.215611279246634,0.010657882876460172
1.3621032743222827,0.873870309183851,-0.04177811205478427,-0.10388969513893728,0.05904900219552481,0.21935617563060256,0.03759536042414606
1.4165018618678697,0.8777317917864441,-0.02984816134529427,-0.10115814669110881,0.08335025350172118,0.21856957312720088,0.06312211397864742
