t,x,y,z,vx,vy,vz
0.0,0.9967175613056168,0.0,0.2881828980930305,0.0,0.0138233535235162,0.0
0.019675930022743163,0.9967479581028161,0.0002715822325117754,0.28810689286861213,0.003089359497719271,0.01376159019424552,-0.007725720637524951
0.13773151015920215,0.9981981009943737,0.0017654661770721254,0.28445825849405215,0.021366981009167164,0.010815310561133065,-0.05409183691170025
0.2561161754263541,1.0017598721765122,0.0026583709365717457,0.27529895155625206,0.03852746824106175,0.0035822034359174124,-0.1006721883601224
0.35838829869192934,1.0063872125380644,0.0025679068167840545,0.26293637162786726,0.051638130141454554,-0.005801554836146821,-0.14114336789420576
0.4479765616325342,1.0114594177977232,0.001601566558812026,0.24868856167052272,0.061263514637252985,-0.016054470138555082,-0.1770254573689679
0.5272477068142682,1.0165925947822512,-7.332345361060907e-05,0.23337632239501216,0.06792102703582986,-0.02636504610311466,-0.20943858235369173
0.597683263015588,1.0215323952111226,-0.002273283190217754,0.21758451443786467,0.0720299358534432,-0.03617366948161442,-0.23914737896244903
0.660411425864138,1.026120186993232,-0.004822457706440254,0.20172436012903308,0.07394138718564883,-0.04510432939035338,-0.26675421691722745
0.7163768633764259,1.0302665959616142,-0.007566749017024323,0.18607496013325642,0.07393606710446168,-0.05291131833031642,-0.29275841762053595
0.7664202810911261,1.0339312693989913,-0.01038049156716012,0.1708104018705216,0.07222014572376909,-0.059437738741443195,-0.31758793397914464
0.8112855950685917,1.037104585289632,-0.013165754013443295,0.15603020555452257,0.0689238966988886,-0.06457722729885061,-0.34160430730651525
0.8516492167422952,1.03979607959797,-0.015850187208305937,0.14177420549345962,0.06410124076136393,-0.06824726835949474,-0.36512122517452167
0.8920128384159988,1.042247571747367,-0.01865623061540253,0.12652284666529598,0.05690873842023361,-0.07050069467380643,-0.3910319339467193
0.9248149411086445,1.0439861690712007,-0.020977767285029487,0.11331990002027373,0.04867566249285204,-0.07076041521628033,-0.4143568071197584
0.9576170438012902,1.0454083495850557,-0.023275595183453422,0.09931140360849146,0.037450985875002576,-0.06892182046594385,-0.44023472949476244
0.9877191154213829,1.0463355562369925,-0.025292032912200706,0.08566833066907639,0.02345134979962637,-0.06453041739288956,-0.46668643115812963
1.0153654629989397,1.046756474835652,-0.026983012093296666,0.07240041002856001,0.006157263270535875,-0.05715852316428892,-0.49357513846578294
1.0379374975203208,1.046695184753086,-0.02817389377084903,0.0609934104252353,-0.012363137945837523,-0.04775904653599598,-0.5174158029904112
1.0570417568402932,1.0462763914403959,-0.028984667065666745,0.050906412413677056,-0.03221116158544266,-0.0365441354763991,-0.5387190472443671
1.0733444298129784,1.0455869034420313,-0.029481598589854222,0.04197229485389628,-0.05304565721108953,-0.023882732498597584,-0.5573338488398207
1.0876938427142586,1.0446723685857287,-0.029726808193799546,0.033858035985020726,-0.07504850949178835,-0.009783686212702385,-0.5735366125265073
1.1020432556155388,1.0434135673679634,-0.02974632136383815,0.02551685299431311,-0.10113425820772626,0.007673672418982249,-0.5888087549576515
1.1151491139945506,1.0419097627175102,-0.02952255865783718,0.017717774646867156,-0.12903563403575233,0.027060367771200515,-0.6009764901637913
1.1275870927414395,1.0401198655536243,-0.02905386778468967,0.010184640041339432,-0.1594230975811864,0.04888495265209383,-0.6097770697932564
1.1398731507894169,1.0379573944686258,-0.028302969585120342,0.0026593901965937675,-0.1932033558312835,0.07393560336022797,-0.6144276727509893
1.1522648096201855,1.0353343337503496,-0.027212202544291013,-0.0049546992120610735,-0.23065813813931976,0.10267012506897993,-0.6133657580160967
1.164493447542344,1.0322750921618804,-0.0257677820079452,-0.012412029154289139,-0.2699464980837748,0.13399353443403256,-0.6049248749121042
1.1761473958502797,1.028907160512049,-0.02402257583121255,-0.01937560304214183,-0.3079814585915585,0.16572174942514326,-0.5887301593116749
1.1873670191722727,1.025251633102603,-0.021988619499810236,-0.02585552373628392,-0.3432635021948538,0.1968324787883698,-0.5650496742871812
1.1979262783258593,1.021464174689231,-0.019758167116455196,-0.031673133043983906,-0.37348751341657577,0.22542154228661074,-0.5357841714504071
1.207712252802166,1.01768782881891,-0.017428660911301026,-0.03676188696360281,-0.39758333820201236,0.25034848521643177,-0.5034949350027721
1.2172715268764869,1.0137924304444075,-0.014927534372482133,-0.04140934542289402,-0.41662778888065954,0.2725393950534738,-0.4683739524479417
1.2271218345139523,1.0096125837390686,-0.012141213593014885,-0.04583494621887572,-0.4311739540835307,0.29271391925426693,-0.4299438455657777
1.2377324768268474,1.0049798192590214,-0.008934377773116696,-0.050172849963991226,-0.4410869627535703,0.31117540226667506,-0.38769865938430537
1.2494518580749006,0.9997776221148847,-0.0051868240722060515,-0.054446280703194086,-0.4456668906270643,0.32772757177862644,-0.34188216606584954
1.2618273729283591,0.9942644477182409,-0.0010432637198453353,-0.05839062505375188,-0.4443779186610696,0.3412933564977089,-0.29611641550749607
1.274131589215985,0.9888302964456294,0.0032216709575922584,-0.06177283153160688,-0.4382258521334721,0.3514619299088186,-0.25431406091103886
1.2864290779762617,0.9834978139042175,0.007592527203894074,-0.06466437402418529,-0.42852877029328923,0.3590101625546842,-0.21664638392557845
1.2989792827043236,0.9781954707178924,0.012135473285278536,-0.0671643057475315,-0.4161098964868315,0.36465419274836014,-0.18243913493749486
1.3120414915956835,0.9728544475663415,0.01692784764951119,-0.06933812781743164,-0.4014455422941944,0.36888439612004503,-0.15109224217678957
1.3259088210825714,0.9674022198776571,0.022066518517047724,-0.0712274227681673,-0.38476173574913847,0.3720414458130335,-0.12207448871373293
1.3409422914006077,0.9617578917056246,0.027678228719705284,-0.07285331827408346,-0.3660859825628303,0.3743610695091843,-0.0949174448315234
1.3575898063155405,0.9558366652075145,0.033925161679907015,-0.07421391586213683,-0.3453007228070476,0.3759982914261176,-0.0692439267916758
1.376383874943482,0.9495648936953734,0.04100260497962379,-0.07527891509376872,-0.3222200511557149,0.37704157289983997,-0.044812604620429144
1.3978755048791995,0.9429157060195069,0.0491121181298021,-0.07598446940953786,-0.2967344772034522,0.37751997170434104,-0.021588423578171964
1.4223863649338997,0.9359842600400633,0.05836534049499699,-0.07623826217792132,-0.26911517918287214,0.3774109193255193,0.00014177838299428772
1.4497064524344438,0.9290310724577905,0.06866740601826811,-0.0759559095422776,-0.24023326730953595,0.37666537269314004,0.019841806687870535
1.4794259395265055,0.9223312254009008,0.07984181636832069,-0.07509875943537718,-0.21100556506649895,0.3752221477672363,0.037238962001035346
1.5116169410795846,0.9160166433266546,0.09188616761515164,-0.07364478509130486,-0.18169954796968008,0.37296418011135846,0.05257294574393176
1.5466701612707898,0.9101706797903375,0.104904865580893,-0.0715550746536794,-0.15224737819566206,0.36968910936074945,0.06619906629461389
1.5850727269499978,0.9049025536129615,0.11901724099800506,-0.06877070638401449,-0.12252635380730528,0.36510600454047176,0.0784011286955026
1.6273706347117805,0.9003657586934558,0.13433227865233394,-0.06521441033418697,-0.09241062970801459,0.35882856526428936,0.08938200662316585
1.674176363915218,0.896767473547635,0.1509356237368946,-0.06079124944614373,-0.061773688971904106,0.3503629436609431,0.09927477549542846
1.726198490292068,0.8943793615305976,0.1688774546993201,-0.05538740982623959,-0.0304779890820899,0.33908932661856594,0.10815056875284175
1.78430080607176,0.8935547892515953,0.18815907761720646,-0.048865719885488636,0.0016412485887421085,0.3242319311555771,0.11602086207712467
1.849605716064942,0.8947599261292538,0.20871396597460687,-0.04105605544513818,0.03479208217234549,0.30480631913078626,0.12283308238719605
1.9234937521902828,0.8986191109658785,0.2303240963779017,-0.031760396556541975,0.06915544175223243,0.2795871221837999,0.12844621335198692
2.0076633640357797,0.9059648530572411,0.25251497974538667,-0.020758498983762662,0.10480732819197705,0.2470685003128132,0.13261609302712501
2.104138031440957,0.9178824480780804,0.27437830071313457,-0.007831426644490878,0.14154055865204324,0.20546426745431903,0.13498040692495877
2.2145333466576353,0.9355908066077999,0.29421338039457856,0.0070977961217103605,0.17834009728515174,0.15312670433018938,0.13506373904681002
2.337769381500706,0.9597549206840361,0.3092401247804614,0.023607423855037172,0.21257246388445186,0.09003813192536148,0.13243916329693628
2.468526858945407,0.9894636841215703,0.3164220922917551,0.04060121276376304,0.24028435401691914,0.019298673593912435,0.12709161790465012
2.6055017966902363,1.023771663511141,0.31384498930319615,0.057491039807272104,0.25876039909610704,-0.057170934390110326,0.1191560939243266
2.758620972653884,1.064090631699009,0.298503254509442,0.07490323302722438,0.265274986055747,-0.1430604505848583,0.10787927804692844
2.896620509192344,1.100304230895324,0.2735269563073429,0.08897370250499098,0.257303878380281,-0.21836384220332966,0.0957349643714083
3.015904583425688,1.130027189571918,0.2437726672370661,0.09969242380999047,0.23931363595584196,-0.2797794303771306,0.08375009812586186
3.1351886576590324,1.1569818370729237,0.2069972235898077,0.10889724828676997,0.21090014591965978,-0.33573411873222897,0.07034249609577568
